	unit	allowed_users	tissue	measurement_type	access	raw_pk	interventions	substance	calculated	group_count	group_name	group_pk	mean	individual_name	individual_pk	value	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	application	route	unit_intervention	value_intervention	form	time_intervention	time_unit_intervention	choice	sd_intervention	max_intervention	min_intervention	study	subject_pk	subject_name	('general', 'group_pk')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('smoking', 'choice')	('smoking', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('fasting (duration)', 'count')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('fasting', 'choice')	('fasting', 'count')	('kidney function test', 'choice')	('kidney function test', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')
752	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1419	52	1-hydroxymidazolam	True					RH	93.0	6.1e-05	109.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	49	midazolam	single dose	oral	gram	0.01	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
753	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	55	52	midazolam						RH	93.0	[None, None, '5.20e-05', '8.20e-05', '5.90e-05', '4.50e-05', '3.60e-05', '2.30e-05', '1.60e-05', '1.10e-05', '6.00e-06', '4.00e-06', None, None, None]		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1350}, {'pk': 1349}, {'pk': 1348}, {'pk': 1347}]	/media/data/Heizmann1983_Tab1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	49	midazolam	single dose	oral	gram	0.01	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
754	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	91	52	1-hydroxymidazolam						RH	93.0	[None, None, '1.90e-05', '6.10e-05', '4.00e-05', '2.70e-05', '2.20e-05', '1.20e-05', '1.10e-05', '6.00e-06', '4.00e-06', '3.00e-06', None, None, None]		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1422}, {'pk': 1421}, {'pk': 1420}, {'pk': 1419}]	/media/data/Heizmann1983_Tab2.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	49	midazolam	single dose	oral	gram	0.01	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
755	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	thalf	public	1088	53	midazolam	False					RH	93.0	1.6												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
756	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1351	53	midazolam	True					RH	93.0	0.000223	74.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
757	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	urine	recovery	public	1180	53	1-hydroxymidazolam	False					RH	93.0	0.67		hr	24.0									dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
758	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	tmax	public	1352	53	midazolam	True					RH	93.0	0.5	74.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
759	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	tmax	public	1424	53	1-hydroxymidazolam	True					RH	93.0	0.5	110.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
760	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	auc_inf	public	1089	53	midazolam	False					RH	93.0	0.000367												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
761	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	fraction_absorbed	public	1090	53	midazolam	False					RH	93.0	0.38												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
762	gram	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	urine	cumulative amount	public	1179	53	1-hydroxymidazolam	False					RH	93.0	0.0133		hr	24.0									dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
763	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1423	53	1-hydroxymidazolam	True					RH	93.0	0.000182	110.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
764	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	56	53	midazolam						RH	93.0	[None, None, '1.21e-04', '2.23e-04', '1.33e-04', '1.00e-04', '7.60e-05', '6.40e-05', '5.20e-05', '2.80e-05', '1.70e-05', '1.10e-05', '4.50e-06', None, None]		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1354}, {'pk': 1353}, {'pk': 1352}, {'pk': 1351}]	/media/data/Heizmann1983_Tab1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
765	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	92	53	1-hydroxymidazolam						RH	93.0	[None, None, '3.10e-05', '1.82e-04', '9.20e-05', '6.80e-05', '4.70e-05', '3.90e-05', '2.60e-05', '1.60e-05', '1.00e-05', '6.00e-06', None, None, None]		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1426}, {'pk': 1425}, {'pk': 1424}, {'pk': 1423}]	/media/data/Heizmann1983_Tab2.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	50	midazolam	single dose	oral	gram	0.02	tablet	0.0	hr					Heizmann1983	93	RH	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	54.7			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
766	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	thalf	public	1037	48	midazolam	False					OA	95.0	2.61												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
767	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	clearance	public	1040	48	midazolam	False					OA	95.0	13.4												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
768	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	auc_end	public	1319	48	midazolam	True					OA	95.0	0.000681	69.0	hr	12.0									dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
769	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1322	48	midazolam	True					OA	95.0	0.00031	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
770	liter / kilogram	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	vd	public	1325	48	midazolam	True					OA	95.0	0.645	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
771	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	vd	public	1039	48	midazolam	False					OA	95.0	41.9												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
772	1 / minute	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	kel	public	1323	48	midazolam	True					OA	95.0	0.00525	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
773	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	thalf	public	1324	48	midazolam	True					OA	95.0	2.2	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
774	gram	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	urine	cumulative amount	public	1187	48	1-hydroxymidazolam	False					OA	95.0	0.0061		hr	24.0									dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
775	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	tmax	public	1326	48	midazolam	True					OA	95.0	0.0833	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
776	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	urine	recovery	public	1188	48	1-hydroxymidazolam	False					OA	95.0	0.64		hr	24.0									dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
777	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1403	48	1-hydroxymidazolam	True					OA	95.0	2e-05	105.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
778	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	tmax	public	1404	48	1-hydroxymidazolam	True					OA	95.0	0.25	105.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
779	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	auc_inf	public	1038	48	midazolam	False					OA	95.0	0.000719												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
780	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	auc_inf	public	1320	48	midazolam	True					OA	95.0	0.000704	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
781	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	clearance	public	1321	48	midazolam	True					OA	95.0	0.203	69.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
782	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	51	48	midazolam						OA	95.0	['3.10e-04', '2.81e-04', '2.62e-04', '2.20e-04', '1.90e-04', '1.71e-04', '1.38e-04', '1.21e-04', '7.30e-05', '5.30e-05', '3.90e-05', '3.00e-05', '1.90e-05', '1.00e-05', '7.00e-06']		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1334}, {'pk': 1333}, {'pk': 1332}, {'pk': 1331}, {'pk': 1330}, {'pk': 1329}, {'pk': 1328}, {'pk': 1327}, {'pk': 1326}, {'pk': 1325}, {'pk': 1324}, {'pk': 1323}, {'pk': 1322}, {'pk': 1321}, {'pk': 1320}, {'pk': 1319}]	/media/data/Heizmann1983_Tab1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
783	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	concentration	public	87	48	1-hydroxymidazolam						OA	95.0	['6.00e-06', '1.70e-05', '2.00e-05', '1.80e-05', '1.60e-05', '1.70e-05', '1.70e-05', '1.60e-05', '1.20e-05', '9.00e-06', '6.00e-06', '5.00e-06', '3.50e-06', None, None]		hr	['8.33e-02', '1.67e-01', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']				[{'pk': 1406}, {'pk': 1405}, {'pk': 1404}, {'pk': 1403}]	/media/data/Heizmann1983_Tab2.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	47	midazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
784	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	plasma	cmax	public	1407	52	1-hydroxymidazolam	True					OA	95.0	5.9999999999999995e-05	106.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}, {'username': 'janekg'}]	49	midazolam	single dose	oral	gram	0.01	tablet	0.0	hr					Heizmann1983	95	OA	17	homo sapiens	6			Y	6.0	6.0	27.0		22.0			yr		1.0							kilogram	64.0			Y	6.0																							6	1.40e+01	day																								N	6.0																																					
